Period,Temp,WindSpeed,Rain,Visibility,weekday,month
C,N,N,N,N,D,D
FREE,FREE,FREE,FREE,FREE,FREE,FREE
PM,60.55,7.35,0,8.2,6,3
AM,56.93333333,5.538461538,0.041122222,8.833333333,7,3
EarlyMorning,57.38571429,4.703296703,0,10,7,3
Evening,60.75,9.779411765,0.020922727,8.161764706,7,3
Midday,55.77142857,7.898734177,0.060441176,3.430379747,7,3
PM,57.8,9.853658537,0.043245946,1.597560976,7,3
AM,56.63333333,4.179487179,0,7.461538462,1,3
EarlyMorning,58.23636364,7.094736842,0.030748148,5.584210526,1,3
Evening,58.48333333,9.757575758,0,9.651515152,1,3
Midday,55.19285714,4.726190476,0.014785714,6.863095238,1,3
PM,56.37142857,8.523809524,5.71E-05,6.660714286,1,3
AM,55.675,11.875,0,10,2,3
EarlyMorning,55.9,10.30526316,0,10,2,3
Evening,59.26,10.66153846,0,10,2,3
Midday,55.46666667,8.233766234,0,9.922077922,2,3
PM,59,8.923076923,0,10,2,3
AM,51.33333333,2.256410256,0,10,3,3
EarlyMorning,55.25714286,4.175824176,0,10,3,3
Evening,59.48,11.21538462,0,9.892307692,3,3
Midday,52.01666667,2.948051948,0,9.727272727,3,3
PM,60.03333333,4.230769231,0,8.769230769,3,3
AM,57.95,6.769230769,0.0137625,9.85,4,3
EarlyMorning,58.54,5.720430108,0.019644444,9.85106383,4,3
Evening,60.275,9.089552239,0.023056522,5.955882353,4,3
Midday,56.15555556,6.432098765,0.101495745,6.697530864,4,3
PM,58.6625,9.279069767,0.037578788,3.825581395,4,3
AM,54.66666667,6.974358974,0,8.871794872,5,3
EarlyMorning,58.05833333,6.263157895,0.019364516,8.157894737,5,3
Evening,59.55,11.33333333,0.044117647,9.287878788,5,3
Midday,53.88571429,3.64556962,0,9.835443038,5,3
PM,58.33333333,8.897435897,0,9.512820513,5,3
AM,53.4,12.17948718,0,10,6,3
EarlyMorning,54.97142857,11,0,10,6,3
Evening,57.72,20.64615385,0,10,6,3
Midday,52.86666667,9.168831169,0,10,6,3
PM,57.6,20.51282051,0,10,6,3
AM,48.9,5.384615385,0,10,7,3
EarlyMorning,54.28571429,9.186813187,0,9.967032967,7,3
Evening,56.56,14.33846154,0,9.969230769,7,3
Midday,50.65,5.961538462,0,10,7,3
PM,57.96666667,8,0,10,7,3
AM,51.03333333,2.897435897,0,10,1,3
EarlyMorning,53.2,9.901098901,0,10,1,3
Evening,57.58,11.36923077,0,10,1,3
Midday,50.15,2.871794872,0,10,1,3
PM,57.23333333,4.179487179,0,10,1,3
AM,51.7,2.871794872,0,10,2,3
EarlyMorning,54.42857143,6.648351648,0,10,2,3
Evening,62.78,7.815384615,0,10,2,3
Midday,52.16666667,2.961538462,0,10,2,3
PM,59,1.153846154,0,10,2,3
AM,58.7,5.58974359,0,10,3,3
EarlyMorning,60.82857143,5.21978022,7.14E-05,9.978021978,3,3
Evening,63.96,18.96923077,0,10,3,3
Midday,59.13333333,6.051282051,0,10,3,3
PM,65.63333333,13.53846154,0,10,3,3
AM,57.3,2.911764706,0,10,4,3
EarlyMorning,57.22857143,8.648351648,0,9.813186813,4,3
Evening,62.01666667,18.37096774,0,9.919354839,4,3
Midday,55.61666667,6.444444444,0,10,4,3
PM,64.33333333,11.33333333,0,10,4,3
AM,52,3.666666667,0,10,5,3
EarlyMorning,58.15714286,8.417582418,0,10,5,3
Evening,67.18,11.98461538,0,10,5,3
Midday,55.16666667,1.512820513,1.67E-05,10,5,3
PM,66,1.58974359,0,10,5,3
AM,52.63333333,2.333333333,0,10,6,3
EarlyMorning,59.57142857,4.791208791,0,10,6,3
Evening,71.56,10.27692308,0,10,6,3
Midday,56.36666667,2.064935065,0,10,6,3
PM,71.36666667,4.473684211,0,10,6,3
AM,60.03333333,2.333333333,0,10,7,3
EarlyMorning,66.72857143,5.615384615,0,9.884615385,7,3
Evening,74.58,9.692307692,0,10,7,3
Midday,58.55,1.038461538,0,10,7,3
PM,75.3,4.256410256,0,10,7,3
AM,59.66666667,2.487179487,0,10,1,3
EarlyMorning,63.27142857,5.318681319,0,10,1,3
Evening,72.4,11.36923077,0,9.907692308,1,3
Midday,62.36666667,2.615384615,0,10,1,3
PM,77.36666667,4.769230769,0,10,1,3
AM,58.63333333,4.615384615,0,10,2,3
EarlyMorning,64.14285714,7.912087912,0,10,2,3
Evening,68,10.84615385,0,10,2,3
Midday,60.3,3.166666667,0,10,2,3
PM,70,6.236842105,0,10,2,3
AM,55.15,1.714285714,0,4.249285714,3,3
EarlyMorning,59.28571429,3.956043956,0,8.978021978,3,3
Evening,63.36666667,7.6,0,9.818181818,3,3
Midday,54.855,1.613636364,0,1.505795455,3,3
PM,60.85714286,5.558139535,0,3.88372093,3,3
AM,59,8.615384615,0,10,4,3
EarlyMorning,58.92222222,7.086956522,2.22E-05,10,4,3
Evening,62.32857143,12.92537313,0,10,4,3
Midday,59.15,5.168831169,0,9.692307692,4,3
PM,64.075,5.384615385,2.50E-05,8.35,4,3
AM,54.63333333,9,0,10,5,3
EarlyMorning,56.81428571,13.3258427,0,10,5,3
Evening,60.28,10.43076923,0,10,5,3
Midday,55.63333333,6.948717949,0.006673333,9.846153846,5,3
PM,57.23333333,5.666666667,0.008341667,9.897435897,5,3
AM,52.36666667,3.435897436,0,10,6,3
EarlyMorning,55.78333333,10.62222222,0,10,6,3
Evening,61.825,11.703125,0,10,6,3
Midday,52.66666667,2.987179487,0,9.948717949,6,3
PM,61.45,5.7,0,9.7,6,3
AM,56.26666667,4.794871795,0,10,7,3
EarlyMorning,57.25714286,8.241758242,0,10,7,3
Evening,62.44,11.64615385,0,10,7,3
Midday,57.3,3.935897436,0,10,7,3
PM,62.05,6.7,0,10,7,3
AM,55.9,2.666666667,0,10,1,3
EarlyMorning,57.82857143,8.472527473,0,10,1,3
Evening,63.38,10.8,0,10,1,3
Midday,56.01666667,2.104166667,0,9.020833333,1,3
PM,64.66666667,6.5,0,10,1,3
AM,54.03333333,3.256410256,0,9.974358974,2,3
EarlyMorning,57.98571429,6.956043956,0,9.934065934,2,3
Evening,63.6,14.47692308,0,10,2,3
Midday,56.38333333,3.012820513,0,9.717948718,2,3
PM,65.93333333,8.102564103,0,10,2,3
AM,54.66666667,3.564102564,0,9.897435897,3,3
EarlyMorning,58.11428571,5.912087912,0,10,3,3
Evening,64.18,11.24615385,0,10,3,3
Midday,55.86666667,1.243589744,0,9.641025641,3,3
PM,64.33333333,6.051282051,0,9.358974359,3,3
AM,56,2.75,0,10,4,3
EarlyMorning,57.6,8.446808511,0,10,4,3
Evening,64.16,12.89230769,0,10,4,3
Midday,57.3,2.384615385,0,9.653846154,4,3
PM,64.3,6.552631579,0,9.789473684,4,3
AM,57.45,4.5,0,9.7,5,3
EarlyMorning,59.61538462,10.5625,0,7.984375,5,3
Evening,63.98,15.12307692,0,10,5,3
Midday,58.85,1.217948718,0,10,5,3
PM,64,11.51282051,0,10,5,3
AM,54.7,3.487179487,0,10,6,3
EarlyMorning,58.84285714,12,0,10,6,3
Evening,64.6,15.06153846,0,10,6,3
Midday,57.06666667,2.730769231,0,10,6,3
PM,67.63333333,10.69230769,0,10,6,3
AM,55.3,4.179487179,0,10,7,3
EarlyMorning,61.88571429,4.186813187,0,9.978021978,7,3
Evening,67.44,11.6,0,10,7,3
Midday,58.98333333,1.961538462,0,10,7,3
PM,69.1,8.307692308,0,10,7,3
AM,57.66666667,2.743589744,0,10,1,3
EarlyMorning,65.98571429,4.769230769,0,9.934065934,1,3
Evening,71.62,11.86153846,0,10,1,3
Midday,63.83333333,1.987179487,0,10,1,3
PM,79.06666667,4.435897436,0,10,1,3
AM,63.33333333,3.076923077,0,10,2,4
EarlyMorning,66.11428571,5.967032967,0,10,2,4
Evening,71.82,10.86153846,0,9.969230769,2,4
Midday,66.5,2.948717949,0,10,2,4
PM,79.06666667,5.210526316,0,10,2,4
AM,60.03333333,2.051282051,0,7.512820513,3,4
EarlyMorning,63.05714286,4.488888889,0,9.9,3,4
Evening,65.31666667,11.37878788,0,9.96969697,3,4
Midday,60.58571429,6.316455696,0,8.759493671,3,4
PM,67.33333333,7.435897436,0,9.692307692,3,4
AM,57.9,9.769230769,0,10,4,4
EarlyMorning,59.47142857,10.2967033,0,10,4,4
Evening,63.82,11.4,0,10,4,4
Midday,58.51111111,3.75308642,0,9.87654321,4,4
PM,64.33333333,6.289473684,0,9.333333333,4,4
AM,57.6,3.692307692,0,10,5,4
EarlyMorning,58.05714286,5.472527473,0,10,5,4
Evening,62.6,10.21538462,0,9.984615385,5,4
Midday,59.25714286,5.037974684,0,9.481012658,5,4
PM,61.64,9.43902439,0,8.87804878,5,4
AM,57.23333333,3.717948718,0,10,6,4
EarlyMorning,58.725,5.847826087,3.75E-05,10,6,4
Evening,62.04,13.29230769,0,10,6,4
Midday,58.33333333,3.141025641,0,10,6,4
PM,64.6,8.538461538,0,10,6,4
AM,58.26666667,8.948717949,0,10,7,4
EarlyMorning,59,11.34065934,0,10,7,4
Evening,64.16,12.86153846,0,10,7,4
Midday,59.98571429,3.227848101,0,10,7,4
PM,64.96666667,8.282051282,0,10,7,4
AM,59,1.051282051,0,10,1,4
EarlyMorning,60.1625,6.22826087,0,10,1,4
Evening,67.84,10.8125,0,10,1,4
Midday,60.93333333,1.115384615,0,10,1,4
PM,68,5.538461538,0,10,1,4
AM,61,1.538461538,0,10,2,4
EarlyMorning,62.47142857,3.637362637,0,9.978021978,2,4
Evening,72.56,10.96923077,0,10,2,4
Midday,65.51666667,1.282051282,0,9.948717949,2,4
PM,77.36666667,7.282051282,0,10,2,4
AM,61.73333333,0.974358974,0,10,3,4
EarlyMorning,65.25714286,3.802197802,0,9.956043956,3,4
Evening,71.64,15.55384615,0,9.984615385,3,4
Midday,62.85,3.512820513,0,8.794871795,3,4
PM,68,15.05128205,0,9.717948718,3,4
AM,62.4,12.56410256,0,10,4,4
EarlyMorning,67.14285714,15.16483516,0,10,4,4
Evening,68.22,19.49230769,0,10,4,4
Midday,64,11.57692308,0,10,4,4
PM,70.03333333,16.61538462,0,10,4,4
AM,64.63333333,8.333333333,0,10,5,4
EarlyMorning,69.025,12.49450549,0,10,5,4
Evening,65.34,12.66153846,0,9.984615385,5,4
Midday,59.28333333,4.41025641,0,10,5,4
PM,68.36666667,6.769230769,0,10,5,4
AM,60.6,7.794871795,0,10,6,4
EarlyMorning,62.58571429,8.010989011,0,9.978021978,6,4
Evening,65.8,17.98461538,0,9.984615385,6,4
Midday,63.74285714,6.615384615,0,10,6,4
PM,68.55,14.95,0,10,6,4
AM,55.66666667,3.666666667,0,10,7,4
EarlyMorning,58.81428571,8.054945055,0,9.978021978,7,4
Evening,67.82,13.75384615,0,10,7,4
Midday,59.98333333,3.333333333,0,9.974358974,7,4
PM,69.4,7.461538462,0,10,7,4
AM,56.26666667,2.051282051,0,9.948717949,1,4
EarlyMorning,59.12857143,6.428571429,0,9.945054945,1,4
Evening,61.6,10.4,0,9.923076923,1,4
Midday,58,3.35,0,9.0625,1,4
PM,62.03333333,6.974358974,0,10,1,4
AM,52.44,5.512195122,0,0.463414634,2,4
EarlyMorning,54.67692308,8.628865979,0,4.244845361,2,4
Evening,60.68,10.72307692,0,10,2,4
Midday,53.2625,4.025,0,4.409375,2,4
PM,60.03333333,9.025641026,0,9.846153846,2,4
AM,57,4.1,0,10,3,4
EarlyMorning,56.21428571,5.285714286,0,10,3,4
Evening,62.2,11.69230769,0,9.969230769,3,4
Midday,58.71,3.682926829,0,9.219512195,3,4
PM,64.26666667,10.07692308,0,9.794871795,3,4
AM,55.9,3.128205128,0,10,4,4
EarlyMorning,58.4,10.46153846,0,10,4,4
Evening,64.96,13.87692308,0,10,4,4
Midday,57.87142857,4.101265823,0,9.797468354,4,4
PM,67.63333333,6.783783784,0,9.794871795,4,4
AM,57.23333333,2.051282051,0,10,5,4
EarlyMorning,59.91428571,5.666666667,0,10,5,4
Evening,67.6,12.32307692,0,10,5,4
Midday,62.35,2.615384615,0,9.602564103,5,4
PM,70.06666667,9.871794872,0,9.897435897,5,4
AM,57,3.4,0,2.4375,6,4
EarlyMorning,59.52727273,7.526315789,0,7.368421053,6,4
Evening,61.16666667,12.84848485,0,9.090909091,6,4
Midday,58.6,2.9375,0,2.703703704,6,4
PM,60.05,8.025,0,6,6,4
AM,57,1.307692308,0,9.641025641,7,4
EarlyMorning,56.5875,6.406593407,0,6.548913043,7,4
Evening,61.64,9.338461538,0,9.938461538,7,4
Midday,58.81666667,3.166666667,0,9.833333333,7,4
PM,59,7.974358974,0,10,7,4
AM,57,6.948717949,0,10,1,4
EarlyMorning,58.05714286,7.395604396,0,10,1,4
Evening,63.36,13.96923077,0,10,1,4
Midday,57.1,3.569620253,0,9.721518987,1,4
PM,63.96666667,7.846153846,0,9.871794872,1,4
AM,56.63333333,1.974358974,0,9.948717949,2,4
EarlyMorning,58.11111111,7.076086957,0,9.967391304,2,4
Evening,63.6,12.09230769,0,9.984615385,2,4
Midday,57.51666667,2.324675325,0,9.636363636,2,4
PM,64.66666667,9.564102564,0,9.871794872,2,4
AM,57.23333333,2.820512821,0,9.128205128,3,4
EarlyMorning,60.2,4.571428571,0,9.626373626,3,4
Evening,64.51666667,10.48484848,0,9.515151515,3,4
Midday,61.3,2.333333333,0,8.179487179,3,4
PM,68.36666667,8.641025641,0,9.205128205,3,4
AM,59.36666667,3.743589744,0,5.615384615,4,4
EarlyMorning,59.08181818,4.107526882,0,4.674731183,4,4
Evening,66.13333333,10.28787879,0,9.53030303,4,4
Midday,60.76666667,4.962962963,0,4.339506173,4,4
PM,69.7,6.567567568,0,9.820512821,4,4
AM,57.3,1.717948718,0,2.564102564,5,4
EarlyMorning,58.25,6.35106383,0,4.35106383,5,4
Evening,64.63333333,10.21212121,0,9.515151515,5,4
Midday,59.61666667,2.679487179,0,3.429487179,5,4
PM,66.9,6.897435897,0,5.358974359,5,4
AM,57.9,2.461538462,0,4.512820513,6,4
EarlyMorning,59.05555556,6.795698925,0,8.505376344,6,4
Evening,62.84,10.63076923,0,9.153846154,6,4
Midday,58.96666667,2.210526316,0,3.097402597,6,4
PM,63.275,8.775,0,5,6,4
AM,57.9,4,0,10,7,4
EarlyMorning,58.21428571,6.835164835,0,9.978021978,7,4
Evening,62.64,9.846153846,0,9.753846154,7,4
Midday,59.275,2.4875,0,8.5125,7,4
PM,60.76666667,5.051282051,0,8.512820513,7,4
AM,59,3.794871795,0,10,1,4
EarlyMorning,59.4125,6.5,0,9.967391304,1,4
Evening,62.86666667,9.560606061,0,10,1,4
Midday,60.06666667,4.012820513,0,9.487179487,1,4
PM,62.1,6.333333333,0,10,1,4
AM,57.04,4.3,6.00E-05,8.25,2,4
EarlyMorning,59.47142857,6.252747253,0.006666667,9.934065934,2,4
Evening,62.9125,12.54411765,0,9.617647059,2,4
Midday,60.31666667,3.986842105,1.67E-05,9.350649351,2,4
PM,64.16,5.731707317,0,9.024390244,2,4
AM,58.78,5.365853659,2.00E-05,10,3,4
EarlyMorning,59.75714286,8.626373626,0,10,3,4
Evening,63.26,9.738461538,0,9.969230769,3,4
Midday,58.01428571,6.936708861,0.0195,9.113924051,3,4
PM,61.1,9,0,9.775,3,4
AM,56.56666667,1.102564103,0,10,4,5
EarlyMorning,58.97142857,7.43956044,0,10,4,5
Evening,64.82,15.12307692,0,10,4,5
Midday,58.81666667,2.076923077,0,9.961538462,4,5
PM,64.63333333,10.44736842,0,10,4,5
AM,55.96666667,1.641025641,0,10,5,5
EarlyMorning,59.44285714,10.15384615,0,10,5,5
Evening,64.2,11.69230769,0,10,5,5
Midday,58.8375,1.9875,0,9.8375,5,5
PM,64.66666667,8.307692308,0,9.769230769,5,5
AM,58.26666667,1.846153846,0,8.897435897,6,5
EarlyMorning,59.1375,4.880434783,0,9.913043478,6,5
Evening,65.4,10.50769231,0,9.907692308,6,5
Midday,60.15,3.525,0,6.1375,6,5
PM,66.6,8.717948718,0,9.230769231,6,5
AM,60.1,2.820512821,0,8.333333333,7,5
EarlyMorning,61.05714286,7.802197802,0,9.615384615,7,5
Evening,65.92,10.58461538,0,9.969230769,7,5
Midday,61.05714286,2.974683544,0,6.455696203,7,5
PM,66.3,7.487179487,0,7.871794872,7,5
AM,59.36666667,4.846153846,0,9.948717949,1,5
EarlyMorning,60.6875,9.423913043,0,9.880434783,1,5
Evening,63.76,12.58461538,0,9.969230769,1,5
Midday,60.7,5.320987654,0,9.666666667,1,5
PM,64.9,9.282051282,0,9.846153846,1,5
AM,58.86,5.317073171,4.00E-05,9.756097561,2,5
EarlyMorning,60.1,8.913043478,1.11E-05,10,2,5
Evening,64.34,12.70967742,2.00E-05,10,2,5
Midday,60.36666667,5.103896104,0,9.923076923,2,5
PM,65.63333333,11.46153846,0,9.897435897,2,5
AM,57.9,9.692307692,0,10,3,5
EarlyMorning,60.92857143,14.15384615,0,10,3,5
Evening,64.34,10.92307692,0,9.969230769,3,5
Midday,59.88571429,5.17721519,2.86E-05,9.620253165,3,5
PM,63.66666667,7.666666667,0,8.615384615,3,5
AM,60.4,6.794871795,0,10,4,5
EarlyMorning,60.8,6.22826087,0,10,4,5
Evening,63.8,9.076923077,0,10,4,5
Midday,60.325,8.125,0,9.575,4,5
PM,63.03333333,9.025641026,0,10,4,5
AM,60.325,2.6,0,10,5,5
EarlyMorning,60.22857143,5.786516854,0,10,5,5
Evening,63.18333333,8.090909091,0,9.818181818,5,5
Midday,60.8,2.632911392,0,9.594936709,5,5
PM,62.775,5.95,0,9.45,5,5
AM,61,1.789473684,0,10,6,5
EarlyMorning,60.9,4.408602151,0,10,6,5
Evening,65.64,8.261538462,0,9.969230769,6,5
Midday,61,2.53164557,0,9.443037975,6,5
PM,65.96666667,6,6.67E-05,9.538461538,6,5
AM,59.73333333,3.384615385,0,10,7,5
EarlyMorning,62.15714286,3.351648352,0,10,7,5
Evening,67.84,12.0625,0,9.969230769,7,5
Midday,62.86666667,2.230769231,0,10,7,5
PM,69.7,8.538461538,0,10,7,5
AM,61.36666667,0.897435897,0,9.897435897,1,5
EarlyMorning,63.02857143,6.923076923,0,10,1,5
Evening,68.18,12.52307692,0,10,1,5
Midday,63.04285714,4.632911392,0,9.696202532,1,5
PM,69.76666667,5.108108108,0,10,1,5
AM,62.45,3.075,0,10,2,5
EarlyMorning,63.24545455,5.242105263,0,9.978947368,2,5
Evening,66.11666667,9.606060606,0,9.939393939,2,5
Midday,63.02857143,4.53164557,0,9.46835443,2,5
PM,64.6,5.615384615,0,9.692307692,2,5
AM,62.4,4.128205128,0,10,3,5
EarlyMorning,62.6,7.35483871,0,9.978494624,3,5
Evening,66.22857143,12.05970149,0,9.880597015,3,5
Midday,63.18333333,3.846153846,0,7.641025641,3,5
PM,65.12,7.146341463,0,8.073170732,3,5
AM,60.95,3.65,0,10,4,5
EarlyMorning,61.21428571,7.571428571,0,10,4,5
Evening,65.16,10.83076923,0,9.969230769,4,5
Midday,62.25,3.064102564,0,7.435897436,4,5
PM,62.88333333,6.666666667,0,7.952380952,4,5
AM,61.73333333,4.615384615,0,10,5,5
EarlyMorning,62.05555556,7.161290323,0,10,5,5
Evening,65.76,20.36923077,0,10,5,5
Midday,59.2375,10.05747126,0.036340845,4.137931034,5,5
PM,64.66666667,21.82051282,0,9.794871795,5,5
AM,57.6,1.789473684,0,10,6,5
EarlyMorning,60.9,13.85714286,0,10,6,5
Evening,66.54,19.86153846,0,10,6,5
Midday,60.15,2.397435897,0,10,6,5
PM,66.96666667,11.79487179,0,10,6,5
AM,56.26666667,4.820512821,0,10,7,5
EarlyMorning,59.6,8.758241758,0,10,7,5
Evening,65.78,13.21538462,0,9.953846154,7,5
Midday,59.16666667,3.064102564,0,10,7,5
PM,67.63333333,7.564102564,0,10,7,5
AM,54.03333333,7.948717949,0.02,9.256410256,1,5
EarlyMorning,59.38571429,11.37362637,1.00E-04,9.923076923,1,5
Evening,62.25,10.55357143,0,10,1,5
Midday,53.5125,6,0.027110526,7.525,1,5
PM,58.225,5.225,5.00E-05,10,1,5
AM,56.05,12.95,0,10,2,5
EarlyMorning,58.75454545,13.27536232,9.18E-04,9.933333333,2,5
Evening,65.18,17.07692308,0,10,2,5
Midday,57.81666667,2.355555556,0,10,2,5
PM,64.33333333,12.5,0,10,2,5
AM,57.6,5.514285714,0,10,3,5
EarlyMorning,58.97142857,8.5,0,10,3,5
Evening,64.34,19.03773585,0,9.966666667,3,5
Midday,59.1125,3.050847458,0,9.716666667,3,5
PM,62.03333333,10.65789474,0,9,3,5
AM,57.3,9.641025641,0,10,4,5
EarlyMorning,60.77142857,8.615384615,0,10,4,5
Evening,62.18333333,15.90769231,0.027525,9.476923077,4,5
Midday,59.51666667,6.820512821,0,10,4,5
PM,64.96666667,15.05128205,0,10,4,5
AM,56.45,6.55,0,10,5,5
EarlyMorning,58.4,5.769230769,0,9.978021978,5,5
Evening,61.55,8.636363636,0,10,5,5
Midday,59.55714286,6.278481013,0,10,5,5
PM,61.36666667,8.179487179,0,10,5,5
AM,56.93333333,3.025641026,0,10,6,5
EarlyMorning,59.75714286,5.098901099,0,10,6,5
Evening,64.96,14.84615385,0,10,6,5
Midday,59.61666667,2.076923077,0,10,6,5
PM,66.23333333,10.07692308,0,9.948717949,6,5
AM,56.93333333,2.769230769,0,10,7,5
EarlyMorning,59.28571429,9.186813187,0,10,7,5
Evening,65.36,12.6,0,10,7,5
Midday,58.8375,4,0,9.9625,7,5
PM,65.26666667,7.384615385,0,10,7,5
AM,59,2.641025641,0,10,1,5
EarlyMorning,59.6,7.011111111,0,10,1,5
Evening,61.36666667,9.742424242,0,10,1,5
Midday,58.25,7.15,2.50E-05,9.825,1,5
PM,59,9.375,1.00E-04,10,1,5
AM,54.03333333,6.282051282,0,10,2,5
EarlyMorning,56.51818182,12.20212766,0.019706061,9.765957447,2,5
Evening,61.5,10.71212121,0.008,9.325757576,2,5
Midday,55.71666667,3.769230769,0,10,2,5
PM,62.7,8.736842105,0,10,2,5
AM,55.6,1.538461538,0,10,3,5
EarlyMorning,59.44285714,4.945054945,0,10,3,5
Evening,64.56,11.12307692,0,10,3,5
Midday,58.16666667,2.602564103,0,10,3,5
PM,64.6,10.33333333,0,10,3,5
AM,59.36666667,3.282051282,0,10,4,5
EarlyMorning,60.61428571,5.186813187,0,10,4,5
Evening,65.96,11.06153846,0,10,4,5
Midday,61.66666667,3.08974359,0,10,4,5
PM,66.96666667,10.17948718,0,10,4,5
AM,59,1.880952381,0,8.619047619,5,5
EarlyMorning,60.2,6.144444444,0,9.911111111,5,5
Evening,65.38,10.90769231,0,8.338461538,5,5
Midday,61.2,1.962025316,0,4.974683544,5,5
PM,66.175,7.875,0,5.05,5,5
AM,60,3.225,0,5.1,6,5
EarlyMorning,59.31428571,5.659340659,0,7.428571429,6,5
Evening,64,11.40909091,0,9.363636364,6,5
Midday,60.2,2.367088608,0,4.556962025,6,5
PM,64.33333333,8.051282051,0,8.307692308,6,5
AM,61,3.358974359,0,10,7,6
EarlyMorning,60.4375,5.47826087,0,10,7,6
Evening,63.94,8.953846154,0,10,7,6
Midday,61,3.74025974,0,9.974358974,7,6
PM,62.1,7.85,0,10,7,6
AM,60.1,4.974358974,0,10,1,6
EarlyMorning,60.77142857,7.901098901,0,10,1,6
Evening,64.94,9.861538462,0,9.984615385,1,6
Midday,61.06666667,3.653846154,0,9.974358974,1,6
PM,63.66666667,5.256410256,0,9.948717949,1,6
AM,61,6.358974359,0,10,2,6
EarlyMorning,61.55,9.836956522,0,10,2,6
Evening,65.8625,12.02941176,0,10,2,6
Midday,62.06666667,4.551282051,0,9.717948718,2,6
PM,65.63333333,8.358974359,0,9,2,6
AM,61,2.461538462,0,6.846153846,3,6
EarlyMorning,59.91428571,5.175824176,0,9.945054945,3,6
Evening,65.77777778,10.28985507,0,9.652173913,3,6
Midday,61.72857143,2.25974026,0,5.909090909,3,6
PM,65.26666667,5.871794872,0,8.743589744,3,6
AM,62.1,4.564102564,0,7.128205128,4,6
EarlyMorning,62.22857143,4.89010989,0,8.769230769,4,6
Evening,66.57142857,9.268656716,0,10,4,6
Midday,62.31428571,2.493670886,0,4.139240506,4,6
PM,66.98,5.682926829,0,8.146341463,4,6
AM,61.43333333,4.102564103,3.33E-05,3.205128205,5,6
EarlyMorning,62.32857143,4.604395604,0,8.648351648,5,6
Evening,65.96666667,10.96969697,0,9.636363636,5,6
Midday,62.14444444,2.172839506,5.56E-05,4.929012346,5,6
PM,67.26666667,9.342105263,0,8.076923077,5,6
AM,62.7,4.384615385,0,10,6,6
EarlyMorning,62.05555556,5.655913978,0,9.569892473,6,6
Evening,66.54,10.84615385,0,10,6,6
Midday,62.9,4.230769231,2.86E-05,9.506329114,6,6
PM,65.55,8.05,0,8.675,6,6
AM,63,5.230769231,0,9.948717949,7,6
EarlyMorning,62.275,4.815217391,0,9.97826087,7,6
Evening,68.4,10.55384615,0,10,7,6
Midday,63.4,4.164556962,0,9.975,7,6
PM,69.55,4.775,0,9.95,7,6
AM,61.5,2.65,0,9.075,1,6
EarlyMorning,63.98571429,5.406593407,0,9.813186813,1,6
Evening,69.7,11.31818182,0,9.53030303,1,6
Midday,65.12857143,2.291139241,0,6.050632911,1,6
PM,69.4,8.153846154,0,6.512820513,1,6
AM,63.96666667,0.897435897,0,8.923076923,2,6
EarlyMorning,63.84444444,6.35483871,0,9.935483871,2,6
Evening,72.44,10.75384615,0,10,2,6
Midday,63.75555556,5.827160494,0,5.364197531,2,6
PM,75.3,6.717948718,0,9.666666667,2,6
AM,64.66666667,1.666666667,0,10,3,6
EarlyMorning,65.48888889,6.692307692,0,9.67032967,3,6
Evening,73,10.15384615,0,9.969230769,3,6
Midday,67.85,3.461538462,0,9.512820513,3,6
PM,71.66666667,9.282051282,0,9.41025641,3,6
AM,66.6,2.564102564,0,10,4,6
EarlyMorning,67.78571429,4.406593407,0,9.956043956,4,6
Evening,69,10.76923077,0,8.584615385,4,6
Midday,67.97142857,3.898734177,0,6.101265823,4,6
PM,69.6,9.068181818,0,2.488636364,4,6
AM,62.1,3.275,0,9.325,5,6
EarlyMorning,62.25555556,8.483870968,0,9.559139785,5,6
Evening,67.2,10.44615385,0,9.230769231,5,6
Midday,61.7,4.243589744,0,5.705128205,5,6
PM,64.95,8.675,0,8.275,5,6
AM,62.1,4.717948718,0,9.974358974,6,6
EarlyMorning,62.3375,8.097826087,0,9.989130435,6,6
Evening,66.96666667,9.651515152,0,9.742424242,6,6
Midday,62.84285714,4.506329114,0,9.683544304,6,6
PM,64.03333333,8.547619048,0,9,6,6
AM,63.66666667,2.051282051,0,9.923076923,7,6
EarlyMorning,63.6125,6.869565217,0,10,7,6
Evening,68.88333333,10.87878788,0,9.96969697,7,6
Midday,64.96666667,3.269230769,0,9.948717949,7,6
PM,68,5.282051282,0,10,7,6
AM,63.25,3.675,0,10,1,6
EarlyMorning,64.27142857,8.824175824,0,10,1,6
Evening,68.02222222,11.44927536,0,10,1,6
Midday,63.5,5.202531646,2.50E-05,8.15,1,6
PM,65.175,6.1,0,9.9,1,6
AM,62.1,3.87804878,0,9.87804878,2,6
EarlyMorning,63.7,7.043956044,0,10,2,6
Evening,67.74285714,9.194029851,0,9.820895522,2,6
Midday,63.15,3.7875,0,9.3375,2,6
PM,65.93333333,5.897435897,0,9.692307692,2,6
AM,63.85,4.175,0,10,3,6
EarlyMorning,64.6125,6.358695652,0,9.956521739,3,6
Evening,68.93333333,9.68115942,0,9.971014493,3,6
Midday,63.75,2.2625,0,8.25,3,6
PM,66.96666667,7.230769231,0,9.692307692,3,6
AM,64.3,4.743589744,0,9.974358974,4,6
EarlyMorning,64.67,7.755319149,0,10,4,6
Evening,69.68,12.10769231,0,9.969230769,4,6
