Period,Temp,WindSpeed,Rain,Visibility,weekday,month
C,N,N,N,N,D,D
FREE,FREE,FREE,FREE,FREE,FREE,FREE
EarlyMorning,66.4,4.857142857,0,9.956043956,3,11
Evening,73,7.723076923,0,10,3,11
Midday,57.98333333,2.423076923,0,10,3,11
PM,71.25,3.725,0,9.85,3,11
AM,63.03333333,3.487179487,0,10,4,11
EarlyMorning,65.35714286,2.725274725,0,9.956043956,4,11
Evening,75.02,7,0,10,4,11
Midday,62.66666667,3.012820513,0,10,4,11
PM,75.36666667,2.076923077,0,10,4,11
AM,58.63333333,2,0,10,5,11
EarlyMorning,65.55714286,5.483516484,0,10,5,11
Evening,71.6,9.734375,0,10,5,11
Midday,59.5,2.769230769,0,10,5,11
PM,76.4,3.692307692,0,10,5,11
AM,59.3,3.820512821,0,10,6,11
EarlyMorning,64.97142857,5.307692308,0,9.978021978,6,11
Evening,69.58,7.615384615,0,10,6,11
Midday,58.95,2.961538462,0,10,6,11
PM,70.33333333,2.564102564,0,9.948717949,6,11
AM,59.55,3.65,0,2.7875,7,11
EarlyMorning,62.58571429,5.043956044,0,9.406593407,7,11
Evening,65.74,7.984615385,0,10,7,11
Midday,59.6,4.692307692,0,5.987179487,7,11
PM,66.96666667,3.564102564,0,9.025641026,7,11
AM,60.03333333,2.435897436,0,6.461538462,1,11
EarlyMorning,62.3,3.239130435,0,8.434782609,1,11
Evening,66.58,7.984615385,0,5.369230769,1,11
Midday,59.07777778,2.325,0,3.5625,1,11
PM,68.06666667,3.948717949,0,5.435897436,1,11
AM,57.3,3.435897436,0,3.615384615,2,11
EarlyMorning,62.87142857,5.967032967,0,6.604395604,2,11
Evening,65.96,6.307692308,0,5.092307692,2,11
Midday,57.16666667,4,0,6.993589744,2,11
PM,67.7,2.846153846,0,9.58974359,2,11
AM,58.33333333,1.153846154,0,4.282051282,3,11
EarlyMorning,61.88571429,3.956043956,0,5.005494505,3,11
Evening,68,7.615384615,0,7.384615385,3,11
Midday,57.16666667,2.282051282,0,7.512820513,3,11
PM,67.26666667,3.090909091,0,5.705882353,3,11
AM,56.63333333,2.846153846,0,5.769230769,4,11
EarlyMorning,61.88571429,4.153846154,0,9.208791209,4,11
Evening,65.74,8.123076923,0,8.6,4,11
Midday,57.17777778,4.197530864,0,4.765432099,4,11
PM,67.7,3.769230769,0,6.307692308,4,11
AM,59.38571429,5.581395349,0.095405405,2.13372093,5,11
EarlyMorning,63.6375,4.532608696,0.004183333,8.597826087,5,11
Evening,65.56,14.71875,0,9.938461538,5,11
Midday,58.23333333,3.777777778,4.44E-05,7.950617284,5,11
PM,64.96666667,6.307692308,0,9.743589744,5,11
AM,56.26666667,4,0,10,6,11
EarlyMorning,61.28571429,6.802197802,0,9.989010989,6,11
Evening,65.58,11.73770492,0,10,6,11
Midday,55.9,3.243243243,0,9.959459459,6,11
PM,64.26666667,4.055555556,0,9.916666667,6,11
AM,57.96666667,3.692307692,0,10,7,11
EarlyMorning,62.6,4.747252747,0,10,7,11
Evening,66.76,8.169230769,0,10,7,11
Midday,57.98571429,3.481012658,0,9.962025316,7,11
PM,66,4.128205128,0,9.641025641,7,11
AM,58.63333333,4.435897436,0,9.820512821,1,11
EarlyMorning,62.32857143,3.931818182,0,9.978021978,1,11
Evening,67.64,8.703125,0,10,1,11
Midday,60,4.179487179,0,9.782051282,1,11
PM,70.33333333,3.230769231,0,10,1,11
AM,62.66666667,4.461538462,0,10,2,11
EarlyMorning,63.44285714,5.978021978,0,9.956043956,2,11
Evening,72.16,8.492307692,0,10,2,11
Midday,59.98333333,2.423076923,0,10,2,11
PM,73.63333333,3.131578947,0,10,2,11
AM,61.7,4.897435897,0,10,3,11
EarlyMorning,64.94285714,4.879120879,0,10,3,11
Evening,68.22,9.430769231,0,10,3,11
Midday,62.15,3.653846154,0,10,3,11
PM,71.4,5.102564103,0,10,3,11
AM,59.05,3.675,0,10,4,11
EarlyMorning,63.3375,4.77173913,0,9.989130435,4,11
Evening,65.78,6.828125,0,9.876923077,4,11
Midday,57.38888889,4.1875,0,8.0375,4,11
PM,65.325,4.625,0,8.05,4,11
AM,61.48,8.609756098,0.058835294,6.353658537,5,11
EarlyMorning,61.55,5.104166667,0.0141875,8.260416667,5,11
Evening,63.14285714,17.02985075,2.86E-05,9.328358209,5,11
Midday,60.48461538,12.10714286,0.086608,6.095238095,5,11
PM,60.375,14.95121951,0.028252941,6.195121951,5,11
AM,55.66666667,5.512820513,0,9.923076923,6,11
EarlyMorning,57.89230769,11.11340206,0.069844444,7.971649485,6,11
Evening,61.55714286,14.43076923,0.022233333,9.561538462,6,11
Midday,56.31666667,3.333333333,0,10,6,11
PM,62.7,5.102564103,0,10,6,11
AM,56.33333333,2.923076923,0,10,7,12
EarlyMorning,61.18571429,7.428571429,0,10,7,12
Evening,62.82,14.8125,0,10,7,12
Midday,54.5,1.794871795,0,10,7,12
PM,62.33333333,5.153846154,0,10,7,12
AM,56.26666667,8.025641026,0,10,1,12
EarlyMorning,58.84285714,10.9010989,0,10,1,12
Evening,62.06,15.06153846,0,10,1,12
Midday,55.81666667,7.692307692,0,10,1,12
PM,62.4,11.375,0,10,1,12
AM,54,5.592592593,0,10,2,12
EarlyMorning,56.82857143,4.811111111,0,10,2,12
Evening,63.82,6.790322581,0,10,2,12
Midday,54.38333333,5.256410256,0,10,2,12
PM,64.63333333,5.459459459,0,10,2,12
AM,55.3,8.205128205,0,10,3,12
EarlyMorning,58.14285714,6.606741573,0,10,3,12
Evening,66.42,6.938461538,0,9.969230769,3,12
Midday,56.63333333,7.153846154,1.67E-05,10,3,12
PM,66.66666667,6.692307692,0,10,3,12
AM,55.63333333,5.820512821,6.67E-05,10,4,12
EarlyMorning,59.12857143,3.813186813,0,10,4,12
Evening,57.98,11.32307692,0.00206,9.707692308,4,12
Midday,53.7,5.782051282,0.007157143,9.987179487,4,12
PM,58.33333333,9.564102564,3.33E-05,9.948717949,4,12
AM,55,12.51282051,6.67E-05,9.794871795,5,12
EarlyMorning,54.42,11.08510638,0.012123077,8.808510638,5,12
Evening,55.67142857,11.02985075,0.0325,9.104477612,5,12
Midday,54.22222222,12.2962963,0.098289474,3.015432099,5,12
PM,52.775,10.475,0.073809524,6.33125,5,12
AM,54,5.435897436,0,10,6,12
EarlyMorning,54.42857143,6.736263736,0,10,6,12
Evening,63.98,7.215384615,0,10,6,12
Midday,53.66666667,3.842105263,0,10,6,12
PM,65.66666667,2.282051282,0,10,6,12
AM,55.63333333,2.153846154,0,10,7,12
EarlyMorning,61.04285714,4.10989011,0,10,7,12
Evening,65.58,7.307692308,0,10,7,12
Midday,55.18333333,2.987179487,0,10,7,12
PM,67.03333333,3.205128205,0,10,7,12
AM,54.66666667,2.923076923,0,10,1,12
EarlyMorning,59.44285714,5.065934066,0,10,1,12
Evening,64.45,8.215384615,0,10,1,12
Midday,57.63333333,2.974358974,0,9.923076923,1,12
PM,69.7,5.41025641,0,10,1,12
AM,59.3,1.948717949,0,10,2,12
EarlyMorning,60.64285714,4.066666667,0,10,2,12
Evening,62.84,7.276923077,0,10,2,12
Midday,58.48333333,3.243589744,0,10,2,12
PM,65.63333333,2.846153846,0,10,2,12
AM,55.66666667,3.282051282,0,9.974358974,3,12
EarlyMorning,60.45714286,3.142857143,0,10,3,12
Evening,63.22,7.276923077,0,8.107692308,3,12
Midday,54.97142857,3.415584416,0,8.74025974,3,12
PM,64.33333333,2.820512821,0,9.358974359,3,12
AM,54.275,3.725,0,5.55,4,12
EarlyMorning,58.68571429,5.714285714,0,9.802197802,4,12
Evening,63.15,6.676923077,0,8.348484848,4,12
Midday,55.14444444,4.444444444,0,2.564814815,4,12
PM,61.56666667,7.357142857,0,5.619047619,4,12
AM,53.3,3.076923077,0,8.58974359,5,12
EarlyMorning,59.15714286,1.978021978,0,9.120879121,5,12
Evening,71.38,5.723076923,0,10,5,12
Midday,54.7,3.064102564,0,9.320512821,5,12
PM,71.3,7.717948718,0,10,5,12
AM,59,5.358974359,0,10,6,12
EarlyMorning,63.4,4.659340659,0,10,6,12
Evening,65.12,3.430769231,0,10,6,12
Midday,58.81666667,3.987179487,0,10,6,12
PM,64.03333333,4.179487179,0,10,6,12
AM,57.66666667,1.666666667,0,10,7,12
EarlyMorning,61.31428571,5.340659341,0,10,7,12
Evening,63.96,7.784615385,2.00E-05,10,7,12
Midday,55.38333333,1.551282051,0,10,7,12
PM,65.93333333,4.162162162,0,9.948717949,7,12
AM,55.33333333,0.692307692,0,9.974358974,1,12
EarlyMorning,58.74285714,5.21978022,0,9.989010989,1,12
Evening,63.18,8.476923077,0,10,1,12
Midday,53,2.0375,0,7.8875,1,12
PM,62.7,3.421052632,0,10,1,12
AM,58.26666667,5.076923077,0,10,2,12
EarlyMorning,59,6.225806452,0,10,2,12
Evening,62.64,8.569230769,0,10,2,12
Midday,57.22857143,4.417721519,0,8.924050633,2,12
PM,62.7,3.717948718,0,9.769230769,2,12
AM,56.93333333,2.205128205,0,9.58974359,3,12
EarlyMorning,59.48181818,5.926315789,9.09E-06,9.957894737,3,12
Evening,62.22,9.046153846,0,10,3,12
Midday,56.4,1.253164557,0,6.316455696,3,12
PM,62.33333333,2.666666667,0,7.333333333,3,12
AM,54.03333333,2.102564103,0,9.307692308,4,12
EarlyMorning,58.4,5.076923077,0,10,4,12
Evening,63.6,9.153846154,0,9.630769231,4,12
Midday,54.32857143,2.564102564,0,10,4,12
PM,68.73333333,3.307692308,0,10,4,12
AM,55.075,0.575,0,2.7875,5,12
EarlyMorning,60.1625,3.293478261,0,7.119565217,5,12
Evening,65.42,7.507692308,0,9.646153846,5,12
Midday,54.85714286,1.278481013,0,8.139240506,5,12
PM,67.7,3.666666667,0,9.974358974,5,12
AM,56.63333333,2.128205128,0,10,6,12
EarlyMorning,60.9,5.736263736,0,9.978021978,6,12
Evening,64.18,7.338461538,0,10,6,12
Midday,58.01428571,4.898734177,0,9.911392405,6,12
PM,63.96666667,3.487179487,0,9.256410256,6,12
AM,54.96666667,2.307692308,0,3.583333333,7,12
EarlyMorning,59.62857143,3.417582418,0,9.472527473,7,12
Evening,62.62,6.784615385,0,6.8,7,12
Midday,53.78888889,2.037037037,0,2.459876543,7,12
PM,62,2.333333333,0,6.102564103,7,12
AM,53.96666667,0.512820513,0,7.179487179,1,12
EarlyMorning,58.2,4.989130435,0,9.543478261,1,12
Evening,62.05,8.151515152,0,4.946969697,1,12
Midday,53.53846154,2.517647059,0,1.557411765,1,12
PM,58.78,2.85,0,1.8625,1,12
AM,57.675,3.15,0,3.325,2,12
EarlyMorning,59.2,5.263157895,0,8.347368421,2,12
Evening,61.4125,7.691176471,0,6.580882353,2,12
Midday,55.05,2.333333333,0,1.278481013,2,12
PM,58.48333333,1.902439024,0,1.591463415,2,12
AM,59.5,19.1,0,10,3,12
EarlyMorning,61.34444444,7.76344086,3.33E-05,9.956989247,3,12
Evening,64.12,14.796875,0,9.892307692,3,12
Midday,57.95,14.925,0,10,3,12
PM,61.7,10.41025641,0,10,3,12
AM,57.96666667,7.948717949,0,10,4,12
EarlyMorning,59,12.13186813,0,10,4,12
Evening,63.22,14.82352941,0,10,4,12
Midday,52.53333333,4.679487179,0,10,4,12
PM,61.7,6,0,10,4,12
AM,51.7,5.333333333,0,10,5,12
EarlyMorning,56.81428571,3.571428571,0,10,5,12
Evening,63.33333333,11.33962264,0,10,5,12
Midday,51.32,5.3,0,10,5,12
PM,61,2.333333333,0,10,5,12
AM,52.73333333,7.538461538,0,10,6,12
EarlyMorning,55.65714286,12.5505618,0,10,6,12
Evening,59,9.492307692,0,10,6,12
Midday,52.68333333,6.628205128,0,10,6,12
PM,58.33333333,5.205128205,0,10,6,12
AM,47.3,1.128205128,0,10,7,12
EarlyMorning,54.41428571,3.307692308,0,10,7,12
Evening,58.38,6.828125,0,9.969230769,7,12
Midday,46.35,2.461538462,0,10,7,12
PM,56.63333333,4.717948718,0,10,7,12
AM,46.96666667,2.794871795,0,10,1,12
EarlyMorning,53.74285714,1.868131868,0,9.956043956,1,12
Evening,60.28,6.3125,0,9.876923077,1,12
Midday,46.48333333,3.230769231,0,10,1,12
PM,59.73333333,3.333333333,0,10,1,12
AM,51.82,3.073170732,0,10,2,12
EarlyMorning,54.42857143,4.241758242,0,10,2,12
Evening,60.42,7.1875,0,10,2,12
Midday,51.68333333,4.307692308,0,10,2,12
PM,62.06666667,3.564102564,0,10,2,12
AM,50.95,2.775,0,10,3,1
EarlyMorning,56.14285714,4.043956044,0,10,3,1
Evening,60.24,9.538461538,0,10,3,1
Midday,45.96666667,2.435897436,0,9.971014493,3,1
PM,55.63333333,5.421052632,0,10,3,1
AM,46,1.897435897,0,10,4,1
EarlyMorning,52.91428571,4.868131868,0,10,4,1
Evening,59.18,8.174603175,0,10,4,1
Midday,45.3,2.782051282,0,10,4,1
PM,57,3.868421053,0,10,4,1
AM,47.56666667,3.179487179,0,10,5,1
EarlyMorning,52.74285714,3.844444444,0,10,5,1
Evening,61.18,7.861538462,0,10,5,1
Midday,49.83333333,2.285714286,0,10,5,1
PM,62.66666667,3.973684211,0,10,5,1
AM,48.3,3.179487179,0,10,6,1
EarlyMorning,54.97142857,7.362637363,0,10,6,1
Evening,60.82,7.6,0,10,6,1
Midday,48.45,2.987179487,0,10,6,1
PM,59,3.230769231,0,10,6,1
AM,50.36666667,3.102564103,0,9.974358974,7,1
EarlyMorning,55.38571429,3.857142857,0,10,7,1
Evening,57.92857143,7.298507463,1.43E-05,9.865671642,7,1
Midday,51.21666667,3.205128205,0,10,7,1
PM,56.33333333,6.974358974,0,9.897435897,7,1
AM,50.73333333,4.256410256,3.33E-05,9.923076923,1,1
EarlyMorning,51.65,8.880434783,0.148338889,8.298913043,1,1
Evening,57.54,9.907692308,0,10,1,1
Midday,51.0375,2.782051282,0,10,1,1
PM,57.6,4.948717949,0,10,1,1
AM,52.775,6.025,0.009444444,7.05,2,1
EarlyMorning,56.04444444,6.096774194,0,10,2,1
Evening,57.7,6.823529412,2.50E-05,8.455882353,2,1
Midday,51.2125,10.3875,0.021935484,2.2,2,1
PM,54.025,9.775,0.008585714,3.1,2,1
AM,53.03333333,3.230769231,0,9.564102564,3,1
EarlyMorning,57.3375,2.565217391,0,9.967391304,3,1
Evening,63.83333333,5.55,0,10,3,1
Midday,55.01666667,3.807692308,0,10,3,1
PM,66.3,6.179487179,0,10,3,1
AM,53.06666667,2.076923077,0,9.666666667,4,1
EarlyMorning,58.87142857,3.318681319,0,9.417582418,4,1
Evening,60.64,10.43076923,0,8.523076923,4,1
Midday,51.16666667,1.743589744,0,10,4,1
PM,61.36666667,3.289473684,0,9.051282051,4,1
AM,53.66666667,3.179487179,0,9.025641026,5,1
EarlyMorning,58.71428571,3.406593407,0,9.846153846,5,1
Evening,58.84285714,8.805970149,0,10,5,1
Midday,52.7625,2.6625,0,7.825,5,1
PM,59.22,3.43902439,0,7.585365854,5,1
AM,55.9,3.868421053,0,8.789473684,6,1
EarlyMorning,56.5,4.776595745,0,9.978723404,6,1
Evening,60.4,6.421875,0,7.338461538,6,1
Midday,52.55,4.425,0,3.65625,6,1
PM,55.55714286,4.666666667,0,2.523809524,6,1
AM,54.03333333,7.461538462,0.052058824,5.743589744,7,1
EarlyMorning,55.725,6.25,0,9.326086957,7,1
Evening,59.44,4.553846154,0.015333333,9.676923077,7,1
Midday,53.05,7.487179487,0.0547525,8.942307692,7,1
PM,53.1,6.772727273,0.048720513,5.875,7,1
AM,50.3,3.769230769,0,10,1,1
EarlyMorning,55.11428571,2.483516484,1.43E-05,10,1,1
Evening,59.62,3.4,2.00E-05,9.892307692,1,1
Midday,48.96666667,3.717948718,0,10,1,1
PM,57.96666667,4.487179487,0,10,1,1
AM,55.3,6.820512821,0,10,2,1
EarlyMorning,56.24285714,4.703296703,0,10,2,1
Evening,53.32142857,8.297297297,0.065762712,4.493243243,2,1
Midday,54,7.025974026,0.0645025,8.429487179,2,1
PM,53.4,11.74358974,0.052592593,6.307692308,2,1
AM,50.73333333,4.179487179,0,10,3,1
EarlyMorning,53.12142857,6.540816327,0.009608,9.62755102,3,1
Evening,55.15714286,8.835820896,0.046906897,7.01119403,3,1
Midday,52.23333333,4.461538462,0,9,3,1
PM,57.6,9.666666667,0.006666667,9.794871795,3,1
AM,54,6.05,0.00406,7.85,4,1
EarlyMorning,52.9,9.5625,0.045257692,5.927083333,4,1
Evening,57.92727273,10.57746479,0.023034884,2.732394366,4,1
Midday,54.85,6.011904762,0.003916667,7.410714286,4,1
PM,59.44,9.926829268,0.02000625,3.073170732,4,1
AM,60.1,6.634146341,0.0050625,6.195121951,5,1
EarlyMorning,59.1,6.959183673,0.098523404,5.75,5,1
Evening,59.64166667,9.450704225,0.01202,5.992957746,5,1
Midday,60.46,11.46341463,0.042686567,2.68902439,5,1
PM,61,13.09756098,0.025562963,1.780487805,5,1
AM,58.16,6.341463415,0,8.463414634,6,1
EarlyMorning,58.63333333,7.849462366,2.22E-05,9.946236559,6,1
Evening,61.95714286,7.626865672,1.43E-05,9.253731343,6,1
Midday,55.15,3.976190476,0,4.354166667,6,1
PM,60.75,2.307692308,0,6.435897436,6,1
AM,54.7,2.897435897,0,10,7,1
EarlyMorning,58.2,4.597826087,0,9.141304348,7,1
Evening,68.22,7.75,0,10,7,1
Midday,56.36666667,4.307692308,0,10,7,1
PM,71,5.41025641,0,10,7,1
AM,59.93333333,2.282051282,0,10,1,1
EarlyMorning,62,3.802197802,0,9.956043956,1,1
Evening,64.44,9.723076923,0,9.969230769,1,1
Midday,57.45,1.730769231,0,10,1,1
PM,67.33333333,2.794871795,0,10,1,1
AM,57.3,23.54054054,0,10,2,1
EarlyMorning,59.88571429,15.74725275,0,10,2,1
Evening,61.22,15.81538462,0,10,2,1
Midday,55.31666667,11.44155844,0,10,2,1
PM,60.4,10.66666667,0,10,2,1
AM,55,12.30769231,0,10,3,1
EarlyMorning,56.34285714,13.95555556,0,10,3,1
Evening,62.62,8.784615385,0,10,3,1
Midday,54.83333333,9.192307692,0,10,3,1
PM,62.66666667,4.666666667,0,10,3,1
AM,50,1.564102564,0,10,4,1
EarlyMorning,57.68571429,3.186813187,0,9.956043956,4,1
Evening,61.84,8.492307692,0,9.969230769,4,1
Midday,50.28333333,1.820512821,0,10,4,1
PM,62.66666667,1.846153846,0,10,4,1
AM,52,3.820512821,0,10,5,1
EarlyMorning,55.82857143,6.153846154,0,10,5,1
Evening,70.38,5.184615385,0,10,5,1
Midday,52.85,2.564102564,0,10,5,1
PM,69.3,2.256410256,0,10,5,1
AM,56.73333333,2.743589744,0,10,6,1
EarlyMorning,62.05714286,4.010989011,0,10,6,1
Evening,67.76,9.030769231,0,9.969230769,6,1
Midday,55.03333333,2.597402597,0,10,6,1
PM,69.3,4.051282051,0,10,6,1
AM,55.96666667,2.923076923,0,10,7,1
EarlyMorning,61.04285714,3.021978022,0,10,7,1
Evening,70.78,6.923076923,0,10,7,1
Midday,57.03333333,1.948717949,0,10,7,1
PM,71.66666667,2.205128205,0,10,7,1
AM,56.96666667,2.128205128,0,10,1,1
EarlyMorning,64.47142857,2.78021978,0,10,1,1
Evening,68.4,7.569230769,0,10,1,1
Midday,56,2.679487179,0,10,1,1
PM,71.36666667,2.58974359,0,10,1,1
AM,55.33333333,1.564102564,0,9.666666667,2,1
EarlyMorning,60.01428571,4.197802198,0,9.791208791,2,1
Evening,65.76,6.430769231,0,9.261538462,2,1
Midday,53.2,3.256410256,0,9.974358974,2,1
PM,63.33333333,2.948717949,0,9.743589744,2,1
AM,59,4.3,0,8.95,3,1
EarlyMorning,60.2,4.633333333,0,9.255555556,3,1
Evening,63.78,6.923076923,2.00E-05,9.646153846,3,1
Midday,57.6125,1.6125,0,4.81875,3,1
PM,64.3,3.307692308,0,5.358974359,3,1
AM,55.9,4.205128205,0,9.717948718,4,1
EarlyMorning,58.93,5.287234043,0,9.340425532,4,1
Evening,61.73333333,8.630769231,0,9.815384615,4,1
Midday,56.08333333,3.285714286,0,8.337662338,4,1
PM,61.73333333,2.307692308,0,6.769230769,4,1
AM,55.9,2.925,0,7.125,5,1
EarlyMorning,58.51111111,4.752688172,0,9.602150538,5,1
Evening,58.58571429,8.194029851,0.061666667,8.597014925,5,1
Midday,57.28571429,7.544303797,0,7.455696203,5,1
PM,57.81666667,8.285714286,0.169230769,5.345238095,5,1
AM,51.33333333,2.526315789,0,10,6,2
EarlyMorning,56.14285714,4.637362637,0,10,6,2
Evening,60.64,6.15625,0,9.907692308,6,2
Midday,50.81666667,4.051282051,0,9.525641026,6,2
PM,59,4.952380952,0,8.642857143,6,2
AM,55.6,7.307692308,0.034864865,8.230769231,7,2
EarlyMorning,57.67142857,7.912087912,0.0013125,10,7,2
Evening,55.95454545,9.985915493,0.077777778,6.366197183,7,2
Midday,55.61666667,14.56410256,0.032197561,8.756410256,7,2
PM,58,13.84444444,0.112685366,4.022222222,7,2
AM,52.06666667,5.538461538,0.006666667,9.948717949,1,2
EarlyMorning,55.81428571,6.824175824,0,10,1,2
Evening,56.96666667,9.728571429,0.036785294,6.185714286,1,2
Midday,55.4875,7.329113924,0.010617647,9.03164557,1,2
PM,56.95,9.1,2.50E-05,10,1,2
AM,54,6.051282051,0.06334,8.858974359,2,2
EarlyMorning,55.2125,4.423913043,0.026852632,9.358695652,2,2
Evening,58.4,12.85074627,1.43E-05,8.955223881,2,2
Midday,55.575,7.666666667,0.004515,9.642857143,2,2
PM,57.26666667,13.47619048,0.025,7.154761905,2,2
AM,51.86,13.68292683,0.00835,9.146341463,3,2
EarlyMorning,54.9875,11.64130435,0.022866667,9.597826087,3,2
Evening,55.56,17.55384615,0,9.969230769,3,2
Midday,51.25555556,5.62962963,0.01440625,9.666666667,3,2
PM,51.6,6.634146341,0.03868,8.719512195,3,2
AM,46.26666667,7.871794872,0,9.948717949,4,2
EarlyMorning,50.02857143,16.01098901,0,10,4,2
Evening,54.22,13.578125,0,10,4,2
Midday,46,7.230769231,0,10,4,2
PM,52.73333333,4.815789474,0,10,4,2
AM,45.63333333,5.512820513,0,10,5,2
EarlyMorning,51.45714286,8.43956044,0,10,5,2
Evening,57.78,8.292307692,0,10,5,2
Midday,45.88333333,6.128205128,0,10,5,2
PM,57,4.58974359,0,10,5,2
AM,48.96666667,4.282051282,0,10,6,2
EarlyMorning,53.01428571,7,0,10,6,2
Evening,57.76,9.553846154,0,10,6,2
Midday,46.51666667,3.551282051,0,10,6,2
PM,57.6,3.210526316,0,10,6,2
AM,48,4.692307692,0,10,7,2
EarlyMorning,52.18571429,6.351648352,0,9.978021978,7,2
Evening,56.74,9.4375,0,10,7,2
Midday,48.25714286,6.696202532,0.05625625,7.993670886,7,2
PM,55.63333333,4.871794872,0,9.948717949,7,2
AM,49.26666667,3.820512821,0,10,1,2
EarlyMorning,53.44285714,5.758241758,1.43E-05,10,1,2
Evening,55.34,14,0.032878571,9.507692308,1,2
Midday,49.34285714,3.556962025,0.015392308,9.784810127,1,2
PM,54.33333333,7.846153846,0.007788889,9.641025641,1,2
AM,48,9.794871795,0,10,2,2
EarlyMorning,50.88571429,12.49450549,0,10,2,2
Evening,56.34,10.35384615,0,10,2,2
Midday,46.31666667,5.820512821,0,10,2,2
PM,55.33333333,7.384615385,0,10,2,2
AM,47.93333333,5.615384615,0,10,3,2
EarlyMorning,51.64285714,5.10989011,0,10,3,2
Evening,62.22,6.169230769,0,10,3,2
Midday,48.2,5.461538462,0,10,3,2
PM,62.66666667,6.794871795,0,10,3,2
AM,54.66666667,4.025641026,0,10,4,2
EarlyMorning,56.94285714,2.296703297,0,10,4,2
Evening,53.86666667,13.33333333,0.00936,8.151515152,4,2
Midday,53.83333333,5.269230769,0,10,4,2
PM,55.25,6.025,0.01402,8.5,4,2
AM,54.96666667,10.84615385,0.091891892,2.115384615,5,2
EarlyMorning,52.6,10.9787234,0.007955882,5.70212766,5,2
Evening,58.56666667,15.33333333,0.007082353,7.682539683,5,2
Midday,58.525,7.625,0.085942029,2.321875,5,2
PM,61.325,14.85,0.067714286,3.3875,5,2
AM,54.03333333,7.051282051,0,10,6,2
EarlyMorning,56.32,12.38461538,0.014673333,9.846153846,6,2
Evening,58.34,12.12307692,0,9.938461538,6,2
Midday,52.01666667,1.897435897,0,9.871794872,6,2
PM,58.26666667,5.871794872,0,9.794871795,6,2
AM,50.3,9.615384615,0,10,7,2
EarlyMorning,53.71428571,12.50549451,0.021296774,8.626373626,7,2
Evening,57.46666667,14.01515152,0.010909091,9.181818182,7,2
Midday,49.63333333,5.679487179,0,10,7,2
PM,56.26666667,7.435897436,0,10,7,2
AM,50.96666667,11.35897436,0,10,1,2
EarlyMorning,54.42857143,16.85714286,0,10,1,2
Evening,55.36,18.03076923,0.011818182,9.815384615,1,2
Midday,49.51666667,4.5,0,10,1,2
PM,54.33333333,11.97435897,0,10,1,2
AM,47.93333333,9.487179487,0,10,2,2
EarlyMorning,51.61428571,18.73626374,0,10,2,2
Evening,56.54,15.76923077,0,10,2,2
Midday,47.96666667,6.935897436,0,10,2,2
PM,54.7,4.72972973,0,10,2,2
AM,48.23333333,8.769230769,0,9.871794872,3,2
EarlyMorning,51.35,7.684782609,0,10,3,2
Evening,56.92,10.8,0,10,3,2
Midday,47.16666667,5.487179487,0,10,3,2
PM,56.26666667,4.58974359,0,10,3,2
AM,43.73333333,5.076923077,0,10,4,2
EarlyMorning,51.35714286,6.791208791,0,10,4,2
Evening,55.38,11.92307692,0,10,4,2
Midday,46.05,5.487179487,0,10,4,2
PM,54.66666667,8.692307692,0,10,4,2
AM,47.26666667,2.615384615,0,10,5,2
EarlyMorning,51.74285714,15.10989011,0.006666667,9.978021978,5,2
Evening,53.28333333,13.28787879,0.001442857,9.954545455,5,2
Midday,47.81666667,4.128205128,0,10,5,2
PM,53.73333333,6.736842105,0,10,5,2
AM,43.7,3.794871795,0,10,6,2
EarlyMorning,48.54285714,4.846153846,0,10,6,2
Evening,57.2,13.58461538,0,10,6,2
Midday,46.3,4.564102564,0,10,6,2
PM,57.3,3.512820513,0,10,6,2
AM,44.36666667,4.435897436,0,10,7,2
EarlyMorning,52.74285714,7.703296703,0,10,7,2
Evening,57.98,12.828125,0,10,7,2
Midday,45.85,4.730769231,0,10,7,2
PM,58.33333333,3.538461538,0,10,7,2
AM,49.63333333,2.769230769,0,9.948717949,1,2
EarlyMorning,53.07142857,6.186813187,0,10,1,2
Evening,59.22,11.29230769,0,10,1,2
Midday,49.31666667,0.230769231,0,10,1,2
PM,60.4,5.153846154,0,10,1,2
AM,51.1,2.538461538,0,10,2,2
EarlyMorning,54.97142857,4.725274725,0,9.956043956,2,2
Evening,60.24,9.492307692,0,10,2,2
Midday,51.16666667,2.423076923,0,10,2,2
PM,61.66666667,2.789473684,0,10,2,2
AM,50.36666667,2.076923077,0,8.615384615,3,2
EarlyMorning,55.4,4.846153846,0,10,3,2
Evening,59.18,7.846153846,0,9.876923077,3,2
Midday,50.98333333,2.728395062,0,4.265432099,3,2
PM,58.7,6.128205128,0,8.948717949,3,2
AM,54.75,2.4,0,10,4,2
EarlyMorning,55.4375,6.304347826,0,10,4,2
Evening,59.84,8.769230769,0,9.907692308,4,2
Midday,54.83333333,2.493506494,0,8.974025974,4,2
PM,59.275,3.325,0,7.325,4,2
AM,56.5,4.8,0.009183333,6.225,5,2
EarlyMorning,57.45,5.72826087,5.00E-05,10,5,2
Evening,61.75714286,8.119402985,2.86E-05,8.656716418,5,2
Midday,56.45,4.975609756,0.00813125,2.036585366,5,2
PM,60.68,6.975609756,4.00E-05,5.609756098,5,2
AM,57,3.461538462,0,8.58974359,6,3
EarlyMorning,57.6125,6.912087912,0,9.847826087,6,3
Evening,60.46,8.492307692,0,9.846153846,6,3
Midday,57.6375,3.125,0,5.6,6,3
